Judul,URL,Penulis,Tanggal Post,Konten,Dijawab Oleh,Jawaban Dokter,Tanggal Jawaban
"Sering pipis di malam hari, pertanda sakit apa?",https://www.alodokter.com/komunitas/topic/sering-pipis-di-malam-hari--pertanda-sakit-apa-,Li*y,"1 September 2023, 12:56","Dokter, saya wanita usia 28 tahun, kenapa ya dok tiap malam saya pipis terus, minum juga saya sekucupnya. apakah sering pipis di malam hari menandakan saya ada penyakit tertentu dokter? dan mohon bantuannya dok? saya harus bagaimana? soalnya saya udah sering seperti ini.",dr. Riza Marlina,"Alo, selamat sore pada umumnya selama 24 jam akan buang air kecil sebanyak 7 hingga 8 kali. namun ada beberapa kondisi bisa membuat lebih sering buang air kecil bila konsumsi air putih yang banyak dari biasanya. hal wajar jika sesekali terbangun pada malam hari karena ingin buang air kecil. namun jika terlalu sering kondisi ini perlu di waspadai. sering buang air kecil berlebihan pada malam hari hingga menganggu tidur anda, selain akibat konsumsi air putih yang banyak bisa pula disebabkan karena penyebab lain seperti : konsumsi kafein seperti kopi di malam hari sebelum tidur stres atau cemas berlebihan efek samping obat tertentu seperti diuretik penyakit tertentu seperti diabetes sebaiknya anda telah terlebih dahulu dengan melakukan beberapa tips seperti : hindari konsumsi air putih yang banyak pada malam hari hindari konsumsi kopi atau teh pada malam hari kelola stres dan cemas anda dengan baik seperti melakukan teknik pernapasan yaitu tarik napas dari hidung lalu keluarkan dari mulut secara perlahan, dengarkan musik yang menenangkan jika sudah melakukan tips diatas, namun sering buang air kecil tetap anda alami dan diserrtai dengan gejala lainnya maka anda bisa temui dokter secara langsung untuk mendapatkan pemeriksaan lebih lanjut seperti cek kadar gula darah, tes urin dan lainnya dengan begitu bisa dideteksi penyebabnya sehingga dapat ditangani dengan tepat. semoga dapat membantu","1 September 2023, 17:55"
Apakah kadar gula darah tinggi bisa menyebabkan gatal-gatal?,https://www.alodokter.com/komunitas/topic/apakah-kadar-gula-darah-tinggi-bisa-menyebabkan-gatal-gatal-,Ja**n,"24 Agustus 2023, 10:44","Dokter, mama saya tiap kadar gula darahnya tinggi kenapa dia bisa mengalami kulitnya gatal2 ya dok, emang itu ada hubungannya dok? kemaren saat di cek hasilnya diatas 300 dokter. mohon pencerhannya. obat apa yang ampuh untuk masalah mama saya ini dokter?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Kadar gula darah yang tinggi (hiperglikemia) pada penderita diabetes memang bisa memicu beragam keluhan di kulit, salah satunya gatal. Gatal ini bisa terjadi karena beragam mekanisme, di antaranya: Peningkatan kadar gula darah bisa membuat cairan tubuh berkurang, sehingga kulit menjadi kering dan terasa gatal Peningkatan kadar gula darah bisa menyebabkan sistem imun melemah, sehingga rentan timbul infeksi, termasuk infeksi kulit yang salah satu gejalanya adalah gatal Peningkatan kadar gula darah bisa mengganggu fungsi syaraf tepi yang bisa juga membuat kulit terasa gatal Tentu, selain karena gula darahnya yang tinggi, gatal yang mama Anda rasakan bukan tidak mungin diperparah oleh faktor lain, contohnya eksim atopik, dermatitis kontak, panu, skabies, biang keringat, neurodermatitis, alergi makanan, gangguan cemas, gangguan ginjal, dan sebagainya. Sebab itu, cobalah Anda dampingi mama Anda periksa langsung ke dokter terdekat agar diberi penanganan yang sesuai dengan penyebabnya ya.. Sementara ini, langkah berikut bisa beliau lakukan dulu: Disiplin mengontrol gula darahnya, yakni dengan rutin mengkonsumsi obat anti diabetes sesuai arahan dokter, membatasi konsumsi makanan yang mengandung indeks glikemik tinggi, menurunkan berat badan agar ideal, dan giatlah berolahraga Lebih disiplin menjaga kebersihan diri, termasuk dengan rajin mandi, ganti pakaian secara berkala, tidak sembarangan bertukar barang pribadi dengan orang lain Oleskan lotion calamine ke kulit yang gatal Pilih pakaian yang bahannya lembut dan juga longgar Tidak berlebihan menggaruk kulit yang gatal Selagi masih gatal, kurangi dulu konsumsi seafood, telur, dan juga kacang-kacangan Jauhi hal-hal yang mungkin membuat Anda alergi Jangan cemas atau panik berlebihan Istirahat cukup Semoga membantu ya..","24 Agustus 2023, 14:33"
Bagaimana aturan minum obat metformin untuk penderita diabetes?,https://www.alodokter.com/komunitas/topic/bagaimana-aturan-minum-obat-metformin-untuk-penderita-diabetes-,Ja**n,"22 Agustus 2023, 12:11","Selamat siang dok.. Ibu saya penderita diabetes. Kemarin saat cek gula darah sewaktu hasilnya 240 dok.. Oleh dokter diberikan obat metformin dok, biasanya bukan itu obatnya.. Bagaimana aturan minumnya ya dok? apakah sehari tetap sekali dok? mohon arahannya ya dok. terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Diabetes sejauh ini belum bisa disembuhkan total. Namun, penderita diabetes bisa mengontrol kadar gulanya dengan pengobatan yang tepat, agar penyakitnya tidak bertambah parah dan tidak juga memicu komplikasi yang berbahaya, seperti kerusakan syaraf, ginjal, sistem imun, dan beragam sistem organ lainnya. Ada beragam obat yang bisa diberikan dalam penanganan diabetes, salah satunya metformin. Metformin sendiri adalah obat anti diabetes golongan biguanid. Obat ini bisa meningkatkan aktifitas hormon insulin, mencegah produksi gula darah dalam sel hati, sekaligus menurunkan absorpsi gula dalam usus. Dengan cara kerjanya tersebut, metformin bisa membuat kadar gula darah penderita diabetes lebih terkontrol. Obat ini bisa diberikan secara tunggal atau dikombinasikan dengan beberapa obat anti diabetes lainnya. Adapun frekuensi dan dosis konsumsi obat ini bisa bervariasi, tergantung dari jenis obatnya (ada tablet biasa dan tablet lepas lambat), keparahan penyakitnya, pengobatan lain yang dijalani, dan respons penderita terhadap pengobatan ini. Karenanya, pertanyaan Anda lebih tepat dikonsultasikan langsung dengan dokter yang merawat ibu Anda ya.. Semoga membantu.","22 Agustus 2023, 15:55"
"Tidak bisa menahan kencing di malam hari, apakah ciri-ciri diabetes?",https://www.alodokter.com/komunitas/topic/tidak-bisa-menahan-kencing-di-malam-hari--apakah-ciri-ciri-diabetes-,Sh***n,"21 Agustus 2023, 14:23","Dokter, saya tiap malam sering pipis, dan saya jika pipis urinenya cuma dikit2. dalam semalam saya bolak-balik ke toilet mulu dok. Gada rasa sakit cuma sering pipis aja dok, sama haus, minum jg gak banyak jg kok dok. ini kejadian tiap malam, cuaca jg gak dingin. apakah gejala diabet dok?",dr. Riska Larasati,"Terima kasih atas pertanyaannya. Sering kencing di malam hari dapat disebut juga dengan poliuria. Kondisi ini memang dapat menjadi salah satu tanda dari diabetes, namun untuk memastikan apakah kondisi poliuria yang dialami akibat diabetes atau bukan perlu dilakukan pemeriksaan laboratorium untuk memastikannya karena tidak semua penderita diabetes mengalami poliuria. Misalnya bila mengalami pembesaran prostat, kemudian masalah kandung kemih, infeksi saluran kemih juga dapat mengalami keluhan poliuria. Namun secara umum, pada poliuria yang disebabkan oleh karena diabetes hal ini terjadi akibat kadar gula yang tinggi membuat peningkatan tekanan osmotik yang kemudian memicu kencing. Peningkatan osmotik tersebut disebabkan karena kadar gula yang tinggi pada ginjal dan untuk mengeluarkannya maka dikompensasi dengan sering kencing. Selain itu gejala klasik pada diabetes juga ditemukan sering haus dan juga sering lapar pada malam hari. Meski demikian gejala klinis saja tidak bisa digunakan untuk menarik kesimpulan bahwa mengalami diabetes, namun diabetes baru dipastikan dengan pemeriksaan gula darah. Maka sebaiknya dapat memeriksakan ke dokter untuk memastikan keluhan yang dialami. Terima kasih, semoga membantu.","21 Agustus 2023, 16:13"
Apakah penyebab dari gula darah yang tinggi?,https://www.alodokter.com/komunitas/topic/apakah-penyebab-dari-gula-darah-yang-tinggi-,Ga***a,"21 Agustus 2023, 08:33","Dok, saya mau cerita nih, sekalian nanya yah, awalnya mama saya cuman mual sama pusing tenggorokannya sakit terus aku bawa ke puskesmas, nah ga lama mamaku sesak nafas akhirnya di rujuk ke rumah sakit swasta tapi disana mama saya di diagnosa gula darahnya tinggi sampai tidak terdeteksi, tapi dokter slalu nanya keluhannya apa dn apakah ada riwayat keluarga. gak ada yg pernah kena diabetes dok, mama saya juga tipe yg menjaga makan dari dulu, jadi kemungkinan penyebab gula darah yg tinggi ini apa ya dok?",dr. Riza Marlina,"Alo, selamat siang gula darah tinggi dalam dunia medis disebut dengan hiperglikemia yang dimana dapat dialami oleh siapa saja namun kondisi ini lebih umum dialami oleh penderita diabetes. selain diabetes, kadar gula darah tinggi juga bisa dialami oleh beberapa kondisi seperti penderita obesitas, kolestrol tinggi, infeksi parah, PCOS, hipertensi dan memiliki keluraga dengan diabetes. jadi sebenarnya diabetes tidak hanya akibat keturunan, namun bisa pula akibat penyakit lain dan akibat pola gaya hidup dan makan tidak sehat. untuk mendiagnosis kadar gula tinggi ialah dengan melakukan pemeriksaan tes gula darah, jika terkonfirmasi mengalami diabetes maka dokter akan memberikan penanganan berupa obat diabetes dan melalukan perubahan gaya hidup yang sehat seperti : minum lebih banyak air putih untuk membantu membuang kelebihan glukosa perbanyak konsumsi buah dan sayuran serta biji-bijian hindari makanan berlemak, tinggi gula atau karbohidrat rutin melakukan olahraga setidaknya 30 menit sehari semoga dapat membantu","21 Agustus 2023, 11:02"
Kaki sering kesemutan apakah ciri-ciri gula darah tinggi?,https://www.alodokter.com/komunitas/topic/kaki-sering-kesemutan-apakah-ciri-ciri-gula-darah-tinggi-,Al*******a,"18 Agustus 2023, 09:54","Dok mama saya punya riwayat diabetes, Udah lama gak cek lagi. akhir-akhir ini mama saya suka kesemutan, kulit gatal2, dan ngantukan, Apakah yang mama saya alami ini pertanda ciri-ciri gula darah sedang tinggi dokter? Terima kasih banyak sebelumnya dok.",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Kesemutan, gatal-gatal, dan mudah mengantuk bisa saja menandakan gula darah yang tinggi akibat diabetes yang tidak terkontrol. Namun bukan itu saja, beragam keluhan yang mama Anda alami bisa juga muncul karena faktor lain, contohnya kekurangan nutrisi neurotropik, anemia, cemas berlebihan, pola tidur tidak teratur, penyakit arteri perifer, beberapa jenis infeksi, multiple sclerosis, dehidrasi, hipotensi, gangguan hati, stroke, dan banyak lagi gangguan medis yang lain. Jika benar mama Anda memiliki riwayat diabetes, sebaiknya Anda tidak tinggal diam. Dampingi beliau kontrol ke dokter agar kondisinya bisa dievaluasi lebih komprehensif, termasuk misalnya dengan tes darah atau tes penunjang lainnya. Tergantung hasil penilaian dokter, penanganan yang akan diberikan bisa berbeda nantinya. Sementara ini, Anda bisa arahkan mama Anda agar: Disiplin menjalani pengobatan diabetes sesuai saran dokter Kompres hangat tubuhnya yang kesemutan Oleskan lotion calamine ke area kulit yang gatal Biasakan tidur teratur dan perbanyak istirahat Giat berolahraga setidaknya 30 menit setiap 2-4 hari sekali, jaga berat badan agar ideal Jauhi rokok dan NAPZA Kenakan pakaian yang longgar dan nyaman Jalani diet bergizi seimbang, kurangi makanan yang mengandung indeks glikemik tinggi (misalnya gula, nasi putih, bubur), perbanyak makanan yang mengandung serat dan antioksidan (misalnya buah, sayur, biji-bijian utuh) Semoga membantu ya..","18 Agustus 2023, 14:26"
Apa penyebab sering buang air kecil dan cara mengatasinya?,https://www.alodokter.com/komunitas/topic/apa-penyebab-sering-buang-air-kecil-dan-cara-mengatasinya-20c50f,Ag**s,"15 Agustus 2023, 13:55","Dok, kenapa ya saya sering banget buang air kecil. Padahal saya tidak minum banyak, dalam sehari saya hanya minum 2 L dan saya tidak ada riwayat penyakit diabetes dok. Penyebabnya apa ya dok? saya pernah konsul sama teman katanya kemungkinan saya kena infeksi saluran kemih. Tapi saya tidak merasakan tanda-tanda infeksi seperti yng ditulis beberapa artikel kesehatan dok.. Mohon penjelasannya ya dok.. terus bagaimana cara mengatasinya ya dok? terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Sering buang air kecil memang salah satu penyebab terseringnya adalah ISK (infeksi saluran kemih). ISK bisa beragam derajat keparahannya, demikian juga gejalanya. Umumnya, selain sering BAK, ISK akan juga membuat penderitanya mengalami nyeri saat BAK, BAK sedikit-sedikit dan tidak tuntas, urin berwarna pekat atau mengandung darah, urin berbau menyengat, rasa tidak nyaman di pinggang atau perut bawah, demam, nyeri otot dan sendi, mual muntah, atau beragam gejala lainnya. Tidak cuma itu, sering BAK yang Anda alami mungkin pula muncul karena faktor lain, misalnya overactive bladder, sistitis, batu uretra, batu kandung kemih, berlebihan mengkonsumsi kafein atau alkohol, kebiasaan menahan BAK, terlalu banyak minum, kondisi lingkungan yang dingin, cemas berlebihan, efek samping obat, diabetes, hingga kanker di sekitar saluran kemih. Jika ingin diatasi dengan tepat, sepatutnya Anda pergilah memeriksakan diri dulu ke dokter. Tes urin, rontgen, atau tes penunjang lain bisa juga dokter lakukan bila dirasa perlu. Sementara ini, Anda bisa lakukan dulu: Jangan pernah menahan BAK Cukup minum air putih, batasi kafein, minuman manis, jauhi alkohol Jaga organ intim agar bersih, termasuk dengan menghindari seks bebas dan sering mengganti pakaian dalam Jangan terlalu stres atau cemas Tidak sembarangan meminum obat atau herba Semoga membantu ya..","15 Agustus 2023, 16:20"
"Penyakit kulit dikaki yang sulit sembuh, apa penyebabnya?",https://www.alodokter.com/komunitas/topic/penyakit-kulit-dikaki-yang-sulit-sembuh--apa-penyebabnya-,Se****l,"9 Agustus 2023, 07:58","Alodokter, dok tante saya berusia 45 tahun punya masalah di kulit telapak kaki mengeras, mengelupas dan kadang di sela-sela jarinya berbintil cairan. Setelah itu setiap harinya kakinya bernanah dan sangat gatal. di obatin sembuh namun gatal dan bernanah datamg lgi dokter. Apa penyebabnya sih dok penyakit kulit dikaki yang sulit sembuh ini? apakah bisa karena ada riwayat diabetes dok?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Kulit telapak kaki yang mengeras, mengelupas, muncul bintil-bintil cair di sela jarinya, yang kemudian terasa gatal dan bernanah besar kemungkinan menandakan suatu infeksi, misalnya skabies, kutil, tinea pedis, pitted keratolysis, folikulitis, dan sebagainya. Tidak jarang, infeksi di kulit telapak kaki ini muncul sekunder pada kondisi kulit yang muncul sebelumnya, contohnya neurodermatitis, dermatitis kontak, eksim, xerosis, callus, dan sebagainya. Kondisi yang tante Anda alami sejatinya tidak selalu muncul karena riwayatnya menderita diabetes. Namun, diabetes yang tidak terkontrol memang bisa melemahkan sistem imun, sehingga meningkatkan risiko terjadinya infeksi. Saran kami, tante Anda didampingilah periksa ke dokter agar diberikan penanganan yang sesuai dengan penyebab keluhannya tersebut. Sembari itu, Anda bisa arahkan beliau melakukan juga tips berikut: Mandi dan cuci kaki yang rajin menggunakan sabun, lantas bilas dengan air hingga bersih Keringkan kaki dengan handuk yang bersih sehabis cuci kaki dan setiap kali berkeringat Kenakan alas kaki yang kering dan bersih Jangan sembarangan bertukar alas kaki dengan orang lain Tidak berlebihan menggaruk kaki yang gatal atau mengelupasi kulitnya Kontrol diabetes dengan rutin meminum obat, giat berolahraga, jaga berat badan ideal, dan terapkan diet rendah gula Semoga membantu ya..","9 Agustus 2023, 14:08"
Apa saja tanda-tanda penyakit diabetes pada kulit?,https://www.alodokter.com/komunitas/topic/apa-saja-tanda-tanda-penyakit-diabetes-pada-kulit-6d664a,Sp**n,"9 Agustus 2023, 08:08","Pagi dokter, dok mama saya kenapa ya suka gatel2 badannya, padahal makan dan cuaca jg terjaga banget dok makanannya, sebelumnya dia tidak ada alergi makanan dan cuaca jg gak dingin biasa aja. ujung jari dingin, terus suka kesemutan. kalau cedera kena pisau or luka gitu lama sembuhnya. Apa saja sih dok tanda-tanda penyakit diabetes pada kulit?",dr. Riza Marlina,"Alo, selamat siang dari keluhan yang dialami ibu anda seperti gatal, kesemutan serta mengalami luka yang lama sembuhnya bisa mengarah ke penyakit diabetes apalagi memiliki keluraga yang mengalami penyaki diabetes bisa beresiko pula. namun tidak bisa menegakan diganosis pasti diabetes hanya dari gejala diperlukan pemeriksaan lebih lanjut ke dokter seperti cek kadar gula darah jika tinggi maka bisa mengarah ke diabites dan akan diberikan obat diabetes jika kadarnya sangat tinggi dan disertai dengan perubahan pola hidup dan makan seperti melakukan olahraga, makanan rendah kalori dan lemak, batasi asupan gula atau mengganti asupan gula dengan pemanis yang lebih amna seperti sorbitol atau stevia. jadi jika mengalami keluhan seperti itu tidak ada salahnya ke dokter agar dilakukan pemeriksaan lebih lanjut sehingga dapat dipastikan penyebabnya dan dapat ditangani dengan tepat. selain akibat penyakit diabetes juga bisa disebabkan karena penyekait lain seperti frostbite, sindrom raynaud, dermatitis kontak, infeksi jamur dan lainnya. semoga dapat membantu","9 Agustus 2023, 11:51"
Penyakit apakah jika kencing berlebihan di malam hari?,https://www.alodokter.com/komunitas/topic/penyakit-apakah-jika-kencing-berlebihan-di-malam-hari-,Ru***a,"4 Agustus 2023, 07:47","Dok ...mau tanya...kata bapak sya dya sring buang air kecil,1mlm bsa smpe 10x .Dan wrna nya bening...kira2 itu gjala pnykit apa y dok...trimakasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Sering buang air kecil terutama di malam hari namun warnanya bening bisa wajar terjadi jika bapak Anda mengkonsumsi cukup banyak minuman menjelang waktu tidurnya. Asupan kafein dan minuman manis berlebih, efek samping pengobatan tertentu, atau kondisi lingkungan yang dingin bisa juga membuat gangguan buang air kecil sebagaimana yang Anda alami. Meski begitu, bila keluhan beliau berlangsung sudah lama, sebaiknya Anda waspada. Apalagi jika muncul keluhan lain, seperti anyang-anyangan, nyeri saat buang air kecil, nyeri pinggang, mual muntah, demam, menggigil, dan sebagainya. Khawatirnya, beragam keluhan ini muncul karena suatu penyakit, misalnya diabetes, prostatitis, benign prostatic hyperplasia, infeksi saluran kemih, batu atau kanker di kandung kemih, kanker prostat, overactive bladder, tumor lain di sekitar rongga panggul, gangguan kecemasan, dan sebagainya. Supaya jelas, bapak Anda sebaiknya diperiksakanlah langsung ke dokter terdekat ya.. Tes urin, rontgen, sistoskopi, CT scan, USG, atau tes penunjang lain bisa juga dokter lakukan apabila dirasa perlu. Sementara ini, yang bisa beliau lakukan untuk memperbaiki kondisinya yakni: Jangan gemar menahan buang air kecil Jaga organ intim agar selalu bersih Jangan melakukan seks bebas Minum cukup air putih, namun jangan berlebihan minum di malam hari mendekati waktu tidur Jauhi rokok Jangan cemas berlebihan Semoga membantu ya..","4 Agustus 2023, 13:38"
Apa penyebab dari rasa haus yang terasa terus menerus?,https://www.alodokter.com/komunitas/topic/apa-penyebab-dari-rasa-haus-yang-terasa-terus-menerus-,Qa**r,"4 Agustus 2023, 07:45","Salam dok, mau bertanya, jadi gini dok selama seminggu ini saya mengalami haus secara terus menerus. padahal saya sudah minum banyak, tetapi masih haus juga. dan lagi terkadang badan saya meriang. penyebab dari hal ini apa yah dok?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Sering merasa haus terus menerus dan terkadang meriang bisa banyak kemungkinan pemicunya, di antaranya infeksi, cemas berlebihan, diabetes, gangguan autoimun, pre menstrual syndrome, hipertiroidisme, perimenopause, dispepsia, keganasan, kelelahan beraktifitas, kondisi lingkungan yang panas, dan sebagainya. Kondisi ini sejatinya tidak harus langsung ditangani dengan obat. Jika keluhan Anda terasanya masih ringan, cobalah mengatasinya dulu dengan: Minum cukup air putih (2-3 liter sehari), minumlah sedikit-sedikit namun sering agar rasa haus Anda mereda Perbanyak istirahat di lingkungan yang sejuk Batasi konsumsi minuman berkafein, bersoda, apalagi beralkohol Makanlah yang teratur makanan bergizi seimbang, jangan yang terlalu pedas Tenangkan pikiran, jangan cemas atau stres berlebihan Kenakan pakaian yang berbahan sejuk dan menyerap keringat Namun, jika langkah di atas belum bisa meredakan keluhan Anda, tidak ada salahnya diperiksakan langsung ke dokter ya.. Semoga membantu.","4 Agustus 2023, 13:31"
Cara untuk menurunkan kadar gula darah yang mencapai 300,https://www.alodokter.com/komunitas/topic/cara-untuk-menurunkan-kadar-gula-darah-yang-mencapai-300,Gu***a,"27 Juli 2023, 08:10","Bibi saya 3 hari yang lalu cek gula darah dan hasilnya 300 utk mengurangi gula darah nya mesti gimana ya dok ?? sebelumnya gapernah segini dok, trimakasih bantuannya",dr. Riza Marlina,"Alo, selamat pagi seseorang dikatakan mengalami hiperglikemia atau kadar gula darah tinggi bila kadar gula puasa lebih dari 125 mg/dl, atau lebih dari 180 mg/dl ketika di cek 2 jam setelah makan. serta kadar gula darah tinggi dikatakan lebih dari 200 mg/dl jika dicek sewaktu. kadar gula tinggi umumnya terjadi pada penderita diabetes, selain itu juga dapat terjadi pada orang mengalami obesitas, PCOS dan lainnya. kadar gula dalam darah tinggi harus ditangani dengan mengubah pola gaya hidup dan makanan menjadi lebih sehat serta konsumsi obat diabetes yang diberikan oleh dokter yang akan disesuaikan dengan tingkat keparahan dan kondisi si pasien jadi tidak bisa beli sembarangan. untuk menegakan diagnosis pasti suatu penyakit sebaiknya temui dokter secara langsung. jadi jika bibi anda memeriksakan kadar gula darah secara mandiri dan hasilnya tinggi sebaiknya catat hasil tersebut dan catat saat waktu kapan diperiksa dengan begitu dokter bisa mentelaha atau menganjurkan kembali pemeriksaan kadar gula darah puasa atau 2 jam setelah makan untuk menegakan diagnosis pasti jika memang tinggi maka dokter akan memberikan obat untuk menurukannya. sambil menemui dokter nantinya sebaiknya sekaligus mengubah pola hidup dan makanan yang sehat seperti : batasi konsumsi makanan yang manis atau tinggi gula, tinggi lemak dan garam konsumsi air putih 2 liter sehari istirahat yang cukup, tidurlah 7-9 jam melakukan olahraga setidaknya 30 menit sehari kelola stres semoga dapat membantu","27 Juli 2023, 10:56"
Berapa kadar gula darah normal wanita usia 50 tahun?,https://www.alodokter.com/komunitas/topic/berapa-kadar-gula-darah-normal-wanita-usia-50-tahun-,Ke**a,"26 Juli 2023, 14:26","Assalamualaikum dok. Saya mau tanya dok, kemarin ibu saya tes gula darah dan hasilnya 200mg. Apakah itu normal untuk usia 50 tahun? kira2 nilai normal gula darah untuk wanita 50 tahun berapa ya dok? soalnya orang tua ibu saya (kakek) punya diabetes dok.",dr. Amadeo D. Basfiansa,"Wa alaikumsalam, terima kasih telah bertanya di Alodokter. Kadar gula darah yang normal tidak dipengaruhi oleh usia. Itu artinya bagi remaja, dewasa muda, dewasa dan lansia, rentang kadar gula darah normalnya akan tetap sama, yakni sebagai berikut: Setelah puasa selama setidaknya 8 jam: 70â100 mg/dL Dua jam setelah makan: kurang dari 140 mg/dL. Pemeriksaan gula darah sewaktu: kurang dari 200 mg/dL. Maka pada kasus ibu Anda, perlu diperhatikan lagi pada saat apa pemeriksaan kadar gula darahnya dilakukan. Jika ia tidak dalam kondisi berpuasa, atau tidak ada persiapan apapun, 200 mg/dL mungkin masih bisa dikategorikan normal, walaupun ini bisa dilihat sebagai batas atas nilai normal. Tapi bila ia dalam kondisi berpuasa setidaknya 8 jam, dan hasilnya 200, maka ini bisa dikatakan tinggi. Bila demikian, Anda kemudian harus mengonsultasikan hasil ini pada dokter umum atau dokter penyakit dalam, bisa mendatangi langsung atau dengan memanfaatkan fitur chat dokter kami. Sebab tergantung dari penggalian riwayat, seperti apakah ada gejala tertentu dan apakah ada kelainan pada pemeriksaan fisik, ibu Anda bisa saja sudah tergolong mengalami diabetes atau bisa juga perlu pemeriksaan lanjutan untuk memastikan diagnosanya. Kesadaran akan diabetes ini penting karena penyakit diabetes merupakan penyakit jangka panjang yang akan semakin cepat mengalami komplikasi bila tidak ditangani, baik itu ke sistem saraf, penglihatan, dan berbagai organ lainnya. Sementara itu, mulai mengatur kembali penggunaan gula bagi ibu Anda, gunakan gula bagi penderita diabetes, kurangi asupan karbohidrat, dan mulai rutinkan olahraga sesuai dengan kemampuan. Sekian, semoga menjawab pertanyaan Anda.","26 Juli 2023, 17:05"
Perawatan bisul pada wanita penderita diabetes terkontrol,https://www.alodokter.com/komunitas/topic/perawatan-bisul-pada-wanita-penderita-diabetes-terkontrol,Sh***n,"21 Juli 2023, 13:40",Permisi dokter semua. Saya wanita 45 tahun dan memiliki riwayat diabetes yang terkontrol. Saya mau tanya. Di dahi saya ada bisul yg ada matanya dan belum pecah. Bagaimana cara perawatannya ya dok? saya takut salah dan nantinya luka bisulnya tidak kering dok. mohon arahannya ya. terima kasih,dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Penderita diabetes bisa melemah sistem imunnya, terlebih jika kadar gula dalam darahnya tidak terkontrol dengan baik. Kelemahan sistem imun ini bisa membuat risiko infeksi meningkat, termasuk juga infeksi kulit seperti bisul. Bisul sendiri muncul karena infeksi di folikel rambut oleh bakteri. Pada kebanyakan kasus, bisul bisa kempis atau pecah sendiri tanpa penanganan khusus. Berikut langkah yang bisa Anda lakukan: Mandi yang rajin dan bersihkan area sekitar bisul Anda dengan sabun Kompres hangat bisul Anda Jangan sembarangan memencet, menusuk, atau mencungkil bisul dengan alat apapun Tidak sembarangan bertukaran barang pribadi dengan orang lain Disiplin mengontrol diabetes Anda, yakni dengan rutin menjalani pengobatan, kurangi konsumsi makanan yang mengandung indeks glikemik tinggi, perbanyak konsumsi makanan yang mengandung kaya antioksidan (terutama buah dan sayur-sayuran), dan giatlah berolahraga Namun, jika dengan langkah di atas kondisi Anda masih belum membaik juga, sebaiknya diperiksakanlah langsung ke dokter ya.. Semoga membantu.","21 Juli 2023, 16:10"
Bagaimana cara mengurangi penyakit diabetes secara alami?,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengurangi-penyakit-diabetes-secara-alami-,De***e,"20 Juli 2023, 13:22","Selamat malam dokter alo, dok mau tanya. Saya udah 2 tahun ini mengidap penyakit diabetes. Alhamdulillah udah teratasi saya masih minum obat metformin dan di periksa rutin kadar gula darah saya dokter. Kira-kira cara mengurangi penyakit diabetes secara alami pake apa ya dokter?",dr. Riza Marlina,"Alo, selamat sore diabetes ialah suatu penyakit kronis yang ditandai dengan kadar gula dalam darah tinggi. kadar gula dalam darah tinggi akibat kelainan pada kemampuan tubuh untuk menggunakan hormon insulin. beberapa faktor beresiko menyebabkan terjadi penyakit diabetes seperti : faktor genetik atau keturunan berat badan berlebih atau obesitas sering mengonsumsi makanan dan minuman yang mengandung gula dan karbohidrat simpleks kurang aktivitas dan olahraga penyakit diabetes tidak bisa disembuhkan namun bisa dikontrol untuk mengatasi hal ini metode yang dilakukan ialah penerapan pola hidup dan pola makan yang sehat serta konsumsi obat atau insulin dari dokter serta kontro terus kadar gula darah. pencegahan yang bisa anda lakukan seperti : konsumsi makanan bergizi konsumsi makanan tinggi serat, rendah lemak dan rendah kalori hindari makanan mengandung gula dan lemak yang tinggi olahraga rutin menjaga berat badan ideal semoga dapat membantu","20 Juli 2023, 15:19"
